,zmconv_c0_lnd,LWCF,SWCF,PRECT
37,0.007463500000000001,38.639522552490234,-70.21051788330078,7.465005325002494e-08
38,0.0046905,44.591827392578125,-80.9632568359375,7.467991025578158e-08
39,0.0072274999999999995,39.18989562988281,-71.97461700439453,7.466081086704435e-08
40,0.0032155,51.37286376953125,-90.99092864990234,7.302858762159303e-08
41,0.006814500000000001,39.937782287597656,-73.75834655761719,7.451745887010475e-08
42,0.0065195,41.14788818359375,-77.51248931884766,7.442130822710169e-08
43,0.0052805000000000005,42.939300537109375,-78.1142349243164,7.486780617682598e-08
44,0.0039825,45.46141815185547,-79.7043228149414,7.467678386774423e-08
45,0.0053395000000000005,43.013187408447266,-76.10728454589844,7.487807351935771e-08
46,0.0088205,38.419429779052734,-72.5190200805664,7.467188112286749e-08
47,0.0076405000000000015,39.263092041015625,-71.53579711914062,7.501991206027014e-08
48,0.0071684999999999995,41.10503387451172,-73.22128295898438,7.52866640141292e-08
49,0.0078765,39.752479553222656,-72.00780487060547,7.447783900715876e-08
50,0.0033925,49.7474479675293,-87.7223892211914,7.356231890298659e-08
51,0.0045135,45.230098724365234,-83.36906433105469,7.438197258125001e-08
52,0.0064605,41.2525520324707,-77.44506072998047,7.444489824592893e-08
53,0.0038055000000000003,46.9029541015625,-84.38814544677734,7.402307033999023e-08
54,0.0036875,50.72242736816406,-86.60772705078125,7.323816930693283e-08
55,0.0054575000000000005,41.73075866699219,-77.6266860961914,7.416969083351432e-08
56,0.0039235,45.94818115234375,-81.49188232421875,7.481092012540103e-08
57,0.006165500000000001,41.68100357055664,-78.56340026855469,7.438637084078437e-08
58,0.0065785,41.01145553588867,-76.35781860351562,7.38607681682879e-08
59,0.006224500000000001,41.2801399230957,-78.64826202392578,7.420231895594043e-08
60,0.0072865,40.278682708740234,-72.46851348876953,7.506270804924497e-08
61,0.005988500000000001,41.3302116394043,-77.3901138305664,7.466920237675367e-08
62,0.0030975,51.648014068603516,-92.3515625,7.27609261730322e-08
63,0.0079945,39.19508361816406,-70.65201568603516,7.461857620683077e-08
64,0.0079355,39.76838684082031,-72.2804183959961,7.444252503319149e-08
65,0.006283500000000001,41.14885330200195,-75.02576446533203,7.480024066808255e-08
66,0.006047500000000001,41.38901138305664,-78.88076782226562,7.429719772744647e-08
67,0.0048675,43.68796920776367,-79.00149536132812,7.344240771089972e-08
68,0.0048085,43.40790557861328,-80.49311065673828,7.438141125248876e-08
69,0.0035105,51.55955123901367,-89.55013275146484,7.297305870679338e-08
70,0.0030385,53.04508972167969,-93.31665802001953,7.289765591167452e-08
71,0.0046315,44.103416442871094,-82.34008026123047,7.429326842611772e-08
72,0.0049855,43.28847122192383,-82.72071075439453,7.430915616168932e-08
73,0.0051035,42.81592559814453,-80.11223602294922,7.438201521381416e-08
74,0.0035695,51.206241607666016,-87.23181915283203,7.321417427874621e-08
75,0.0040415,44.81937026977539,-83.9330825805664,7.407032853734563e-08
76,0.006637500000000001,40.94657516479492,-76.44039154052734,7.447567895724205e-08
77,0.0041005,44.42923355102539,-84.20726013183594,7.418282876869853e-08
78,0.0052215000000000004,43.402931213378906,-77.60543823242188,7.481652630758617e-08
79,0.0036284999999999998,48.29301071166992,-85.36907196044922,7.358257647638311e-08
80,0.0031565,52.84443283081055,-90.58917236328125,7.300466364767999e-08
81,0.0032745,50.72516632080078,-87.21363067626953,7.360112164178645e-08
82,0.0037465,50.50111389160156,-86.04196166992188,7.333436968792739e-08
83,0.0087615,38.49374771118164,-72.47907257080078,7.354268660719754e-08
84,0.0029795,52.30547332763672,-92.05220794677734,7.282273628561597e-08
85,0.0086435,38.742698669433594,-72.18001556396484,7.464344520258237e-08
86,0.007522500000000001,38.67194747924805,-74.01420593261719,7.464634421694427e-08
87,0.0083485,38.46002197265625,-72.49484252929688,7.477895991314654e-08
88,0.0084665,38.40598678588867,-71.63360595703125,7.520292655271987e-08
89,0.006991500000000001,40.838287353515625,-74.8373031616211,7.497121146116115e-08
90,0.005693500000000001,42.060455322265625,-78.28893280029297,7.413186153826246e-08
91,0.0082895,38.81838607788086,-72.46267700195312,7.511167865459356e-08
92,0.0049265,43.39846420288086,-78.56336212158203,7.501859755620899e-08
93,0.005929500000000001,41.47221374511719,-76.77848815917969,7.446956828971452e-08
94,0.007050500000000001,40.71440124511719,-71.99205017089844,7.522361045175785e-08
95,0.0063425,41.32780456542969,-77.603515625,7.392188194899063e-08
96,0.007817500000000002,39.782447814941406,-71.99032592773438,7.445358818358727e-08
97,0.0064015,40.873252868652344,-74.59614562988281,7.49951496459289e-08
98,0.0042185,45.499454498291016,-82.57268524169922,7.459414774757533e-08
99,0.0050445,43.47118377685547,-81.0919189453125,7.447677319305512e-08
